date,home_team,away_team,home_score,away_score,tournament,neutral,peso
2018-03-21,Zambia,Zimbabwe,2,2,Friendly,False,0.0033396141587465475
2018-03-22,Algeria,Tanzania,4,1,Friendly,False,0.003345965457471272
2018-03-22,Bahrain,Palestine,0,0,Friendly,False,0.003345965457471272
2018-03-22,Belize,Grenada,4,2,Friendly,False,0.003345965457471272
2018-03-22,Burkina Faso,Guinea-Bissau,2,0,Friendly,True,0.003345965457471272
2018-03-22,China,Wales,0,6,Friendly,False,0.003345965457471272
2018-03-22,Denmark,Panama,1,0,Friendly,False,0.003345965457471272
2018-03-22,Dominican Republic,Turks and Caicos Islands,4,0,Friendly,False,0.003345965457471272
2018-03-22,Faroe Islands,Latvia,1,1,Friendly,True,0.003345965457471272
2018-03-22,Kyrgyzstan,Myanmar,5,1,AFC Asian Cup qualification,True,0.003345965457471272
2018-03-22,Macau,Mauritius,0,1,Friendly,False,0.003345965457471272
2018-03-22,Malaysia,Mongolia,2,2,Friendly,False,0.003345965457471272
2018-03-22,Malta,Luxembourg,0,1,Friendly,False,0.003345965457471272
2018-03-22,Nicaragua,Cuba,3,1,Friendly,False,0.003345965457471272
2018-03-22,Philippines,Fiji,3,2,Friendly,False,0.003345965457471272
2018-03-22,Slovakia,United Arab Emirates,2,1,Friendly,True,0.003345965457471272
2018-03-22,Thailand,Gabon,0,0,Friendly,False,0.003345965457471272
2018-03-23,Austria,Slovenia,3,0,Friendly,False,0.003352328835134932
2018-03-23,Azerbaijan,Belarus,0,1,Friendly,False,0.003352328835134932
2018-03-23,Bulgaria,Bosnia and Herzegovina,0,1,Friendly,False,0.003352328835134932
2018-03-23,Curaçao,Bolivia,1,1,Friendly,False,0.003352328835134932
2018-03-23,Cyprus,Montenegro,0,0,Friendly,False,0.003352328835134932
2018-03-23,Finland,North Macedonia,0,0,Friendly,True,0.003352328835134932
2018-03-23,France,Colombia,2,3,Friendly,False,0.003352328835134932
2018-03-23,Gambia,Central African Republic,1,1,Friendly,False,0.003352328835134932
2018-03-23,Germany,Spain,1,1,Friendly,False,0.003352328835134932
2018-03-23,Greece,Switzerland,0,1,Friendly,False,0.003352328835134932
2018-03-23,Guadeloupe,Trinidad and Tobago,0,1,Friendly,False,0.003352328835134932
2018-03-23,Hungary,Kazakhstan,2,3,Friendly,False,0.003352328835134932
2018-03-23,Italy,Argentina,0,2,Friendly,True,0.003352328835134932
2018-03-23,Japan,Mali,1,1,Friendly,True,0.003352328835134932
2018-03-23,Mexico,Iceland,3,0,Friendly,True,0.003352328835134932
2018-03-23,Netherlands,England,0,1,Friendly,False,0.003352328835134932
2018-03-23,Norway,Australia,4,1,Friendly,False,0.003352328835134932
2018-03-23,Peru,Croatia,2,0,Friendly,True,0.003352328835134932
2018-03-23,Poland,Nigeria,0,1,Friendly,False,0.003352328835134932
2018-03-23,Portugal,Egypt,2,1,Friendly,True,0.003352328835134932
2018-03-23,Russia,Brazil,0,3,Friendly,False,0.003352328835134932
2018-03-23,Scotland,Costa Rica,0,1,Friendly,False,0.003352328835134932
2018-03-23,Senegal,Uzbekistan,1,1,Friendly,True,0.003352328835134932
2018-03-23,Serbia,Morocco,1,2,Friendly,True,0.003352328835134932
2018-03-23,Singapore,Maldives,3,2,Friendly,False,0.003352328835134932
2018-03-23,Tunisia,Iran,1,0,Friendly,False,0.003352328835134932
2018-03-23,Turkey,Republic of Ireland,1,0,Friendly,False,0.003352328835134932
2018-03-23,Ukraine,Saudi Arabia,1,1,Friendly,True,0.003352328835134932
2018-03-23,Uruguay,Czech Republic,2,0,Friendly,True,0.003352328835134932
2018-03-24,Angola,Zimbabwe,2,2,Friendly,True,0.0033587043147093277
2018-03-24,Armenia,Estonia,0,0,Friendly,False,0.0033587043147093277
2018-03-24,Botswana,Lesotho,1,0,Friendly,False,0.0033587043147093277
2018-03-24,Canada,New Zealand,1,0,Friendly,True,0.0033587043147093277
2018-03-24,Comoros,Kenya,2,2,Friendly,True,0.0033587043147093277
2018-03-24,Georgia,Lithuania,4,0,Friendly,False,0.0033587043147093277
2018-03-24,Israel,Romania,1,2,Friendly,False,0.0033587043147093277
2018-03-24,Ivory Coast,Togo,2,2,Friendly,True,0.0033587043147093277
2018-03-24,Kosovo,Madagascar,1,0,Friendly,True,0.0033587043147093277
2018-03-24,Mauritania,Guinea,2,0,Friendly,False,0.0033587043147093277
2018-03-24,Northern Ireland,South Korea,2,1,Friendly,False,0.0033587043147093277
2018-03-24,Qatar,Syria,2,2,Friendly,True,0.0033587043147093277
2018-03-24,Sweden,Chile,1,2,Friendly,False,0.0033587043147093277
2018-03-24,Tahiti,New Caledonia,4,3,Friendly,False,0.0033587043147093277
2018-03-24,Uganda,São Tomé and Príncipe,3,1,Friendly,False,0.0033587043147093277
2018-03-24,Zambia,South Africa,0,2,Friendly,False,0.0033587043147093277
2018-03-24,Alderney,Guernsey,0,2,Muratti Vase,False,0.0033587043147093277
2018-03-25,Barbados,Bermuda,0,0,Friendly,False,0.0033650919192099466
2018-03-25,Dominican Republic,Saint Kitts and Nevis,2,1,Friendly,False,0.0033650919192099466
2018-03-25,Faroe Islands,Liechtenstein,3,0,Friendly,True,0.0033650919192099466
2018-03-25,Gibraltar,Latvia,1,0,Friendly,False,0.0033650919192099466
2018-03-25,Jamaica,Antigua and Barbuda,1,1,Friendly,False,0.0033650919192099466
2018-03-25,Kuwait,Cameroon,1,3,Friendly,False,0.0033650919192099466
2018-03-25,Martinique,Trinidad and Tobago,0,0,Friendly,False,0.0033650919192099466
2018-03-25,Nicaragua,Cuba,3,3,Friendly,False,0.0033650919192099466
2018-03-25,Thailand,Slovakia,2,3,Friendly,False,0.0033650919192099466
2018-03-25,Yorkshire,Chagos Islands,6,0,Friendly,False,0.0033650919192099466
2018-03-26,Albania,Norway,0,1,Friendly,False,0.0033714916716960485
2018-03-26,Bulgaria,Kazakhstan,2,1,Friendly,True,0.0033714916716960485
2018-03-26,China,Czech Republic,1,4,Friendly,False,0.0033714916716960485
2018-03-26,Curaçao,Bolivia,1,0,Friendly,False,0.0033714916716960485
2018-03-26,Finland,Malta,5,0,Friendly,True,0.0033714916716960485
2018-03-26,Portugal,Netherlands,0,3,Friendly,True,0.0033714916716960485
2018-03-26,Wales,Uruguay,0,1,Friendly,True,0.0033714916716960485
2018-03-27,Afghanistan,Cambodia,2,1,AFC Asian Cup qualification,True,0.003377903595270747
2018-03-27,Algeria,Iran,1,2,Friendly,True,0.003377903595270747
2018-03-27,Armenia,Lithuania,0,1,Friendly,False,0.003377903595270747
2018-03-27,Australia,Colombia,0,0,Friendly,True,0.003377903595270747
2018-03-27,Azerbaijan,North Macedonia,1,1,Friendly,True,0.003377903595270747
2018-03-27,Bahrain,Turkmenistan,4,0,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Belgium,Saudi Arabia,4,0,Friendly,False,0.003377903595270747
2018-03-27,Bosnia and Herzegovina,Senegal,0,0,Friendly,True,0.003377903595270747
2018-03-27,Myanmar,Macau,1,0,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Central African Republic,Kenya,3,2,Friendly,True,0.003377903595270747
2018-03-27,Denmark,Chile,0,0,Friendly,False,0.003377903595270747
2018-03-27,England,Italy,1,1,Friendly,False,0.003377903595270747
2018-03-27,Georgia,Estonia,2,0,Friendly,False,0.003377903595270747
2018-03-27,Germany,Brazil,0,1,Friendly,False,0.003377903595270747
2018-03-27,Greece,Egypt,1,0,Friendly,True,0.003377903595270747
2018-03-27,Hungary,Scotland,0,1,Friendly,False,0.003377903595270747
2018-03-27,Iraq,Syria,1,1,Friendly,False,0.003377903595270747
2018-03-27,Jordan,Vietnam,1,1,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,North Korea,Hong Kong,2,0,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Kosovo,Burkina Faso,2,0,Friendly,True,0.003377903595270747
2018-03-27,Kyrgyzstan,India,2,1,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Laos,Bangladesh,2,2,Friendly,False,0.003377903595270747
2018-03-27,Lebanon,Malaysia,2,1,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Luxembourg,Austria,0,4,Friendly,False,0.003377903595270747
2018-03-27,Maldives,Bhutan,7,0,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Mexico,Croatia,0,1,Friendly,True,0.003377903595270747
2018-03-27,Moldova,Ivory Coast,1,2,Friendly,True,0.003377903595270747
2018-03-27,Mongolia,Mauritius,0,2,Friendly,False,0.003377903595270747
2018-03-27,Montenegro,Turkey,2,2,Friendly,False,0.003377903595270747
2018-03-27,Morocco,Uzbekistan,2,0,Friendly,False,0.003377903595270747
2018-03-27,Namibia,Lesotho,2,1,Friendly,False,0.003377903595270747
2018-03-27,Oman,Palestine,1,0,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Peru,Iceland,3,1,Friendly,True,0.003377903595270747
2018-03-27,Philippines,Tajikistan,2,1,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Poland,South Korea,3,2,Friendly,False,0.003377903595270747
2018-03-27,Romania,Sweden,1,0,Friendly,False,0.003377903595270747
2018-03-27,Russia,France,1,3,Friendly,False,0.003377903595270747
2018-03-27,Serbia,Nigeria,2,0,Friendly,True,0.003377903595270747
2018-03-27,Seychelles,Eswatini,0,0,Friendly,False,0.003377903595270747
2018-03-27,Slovenia,Belarus,0,2,Friendly,False,0.003377903595270747
2018-03-27,Spain,Argentina,6,1,Friendly,False,0.003377903595270747
2018-03-27,Switzerland,Panama,6,0,Friendly,False,0.003377903595270747
2018-03-27,Taiwan,Singapore,1,0,AFC Asian Cup qualification,False,0.003377903595270747
2018-03-27,Tanzania,DR Congo,2,0,Friendly,False,0.003377903595270747
2018-03-27,Tunisia,Costa Rica,1,0,Friendly,True,0.003377903595270747
2018-03-27,Uganda,Malawi,0,0,Friendly,False,0.003377903595270747
2018-03-27,Ukraine,Japan,2,1,Friendly,True,0.003377903595270747
2018-03-27,United States,Paraguay,1,0,Friendly,False,0.003377903595270747
2018-03-27,Yemen,Nepal,2,1,AFC Asian Cup qualification,True,0.003377903595270747
2018-04-01,Malaysia,Bhutan,7,0,Friendly,False,0.0034101465911624716
2018-04-08,Barawa,Chagos Islands,4,1,Friendly,False,0.003455804492837537
2018-04-15,Barawa,Yorkshire,2,7,Friendly,False,0.0035020737007804247
2018-04-18,Trinidad and Tobago,Panama,0,1,Friendly,False,0.003522092520309607
2018-04-18,Zimbabwe,Botswana,0,1,Friendly,False,0.003522092520309607
2018-04-26,Saint Kitts and Nevis,Jamaica,1,3,Friendly,False,0.0035760372680892273
2018-04-29,Ellan Vannin,Panjab,2,1,Friendly,True,0.0035964788837764
2018-04-29,Saint Barthélemy,Saint Martin,3,2,Friendly,False,0.0035964788837764
2018-04-30,Antigua and Barbuda,Jamaica,0,2,Friendly,False,0.003603318689413289
2018-05-06,Barawa,Surrey,1,3,Friendly,False,0.003644631558408471
2018-05-08,Iraq,Palestine,0,0,Friendly,False,0.0036585075059333344
2018-05-09,Algeria,Saudi Arabia,0,2,Friendly,True,0.0036654652779849273
2018-05-11,Kuwait,Palestine,2,0,Friendly,False,0.0036794205442543457
2018-05-12,Jersey,Guernsey,1,0,Muratti Vase,False,0.003686418088850701
2018-05-15,Saudi Arabia,Greece,2,0,Friendly,True,0.003707490671764467
2018-05-19,Iran,Uzbekistan,1,0,Friendly,False,0.003735774944966541
2018-05-20,Jordan,Cyprus,3,0,Friendly,False,0.0037428796647083957
2018-05-25,Kuwait,Egypt,1,1,Friendly,False,0.0037786064550825713
2018-05-25,Kenya,Eswatini,0,1,Friendly,False,0.0037786064550825713
2018-05-26,China,Myanmar,1,0,Friendly,False,0.003785792632053509
2018-05-26,Saint Barthélemy,Sint Maarten,5,3,Friendly,False,0.003785792632053509
2018-05-27,Cameroon,Burkina Faso,0,1,Friendly,True,0.0037929924757399603
2018-05-27,Niger,Central African Republic,3,3,Friendly,False,0.0037929924757399603
2018-05-27,Madagascar,Mozambique,2,1,COSAFA Cup,True,0.0037929924757399603
2018-05-27,Comoros,Seychelles,1,1,COSAFA Cup,True,0.0037929924757399603
2018-05-28,United States,Bolivia,3,0,Friendly,False,0.0038002060121333676
2018-05-28,Nigeria,DR Congo,1,1,Friendly,False,0.0038002060121333676
2018-05-28,Kenya,Equatorial Guinea,1,0,Friendly,False,0.0038002060121333676
2018-05-28,Portugal,Tunisia,2,2,Friendly,False,0.0038002060121333676
2018-05-28,Italy,Saudi Arabia,2,1,Friendly,True,0.0038002060121333676
2018-05-28,France,Republic of Ireland,2,0,Friendly,False,0.0038002060121333676
2018-05-28,Mexico,Wales,0,0,Friendly,True,0.0038002060121333676
2018-05-28,Turkey,Iran,2,1,Friendly,False,0.0038002060121333676
2018-05-28,South Korea,Honduras,2,0,Friendly,False,0.0038002060121333676
2018-05-28,Bosnia and Herzegovina,Montenegro,0,0,Friendly,False,0.0038002060121333676
2018-05-28,Malawi,Mauritius,0,1,COSAFA Cup,True,0.0038002060121333676
2018-05-28,Angola,Botswana,1,2,COSAFA Cup,True,0.0038002060121333676
2018-05-29,Argentina,Haiti,4,0,Friendly,False,0.0038074332672746064
2018-05-29,Albania,Kosovo,0,3,Friendly,True,0.0038074332672746064
2018-05-29,Armenia,Malta,1,1,Friendly,True,0.0038074332672746064
2018-05-29,Azerbaijan,Kyrgyzstan,3,0,Friendly,False,0.0038074332672746064
2018-05-29,Peru,Scotland,2,0,Friendly,False,0.0038074332672746064
2018-05-29,Panama,Northern Ireland,0,0,Friendly,False,0.0038074332672746064
2018-05-29,Madagascar,Seychelles,1,1,COSAFA Cup,True,0.0038074332672746064
2018-05-29,Comoros,Mozambique,0,3,COSAFA Cup,True,0.0038074332672746064
2018-05-30,Japan,Ghana,0,2,Friendly,False,0.0038146742672540744
2018-05-30,Central African Republic,Uganda,1,0,Friendly,True,0.0038146742672540744
2018-05-30,Austria,Russia,1,0,Friendly,False,0.0038146742672540744
2018-05-30,Malawi,Botswana,1,1,COSAFA Cup,True,0.0038146742672540744
2018-05-30,Angola,Mauritius,1,0,COSAFA Cup,True,0.0038146742672540744
2018-05-30,Estonia,Lithuania,2,0,Baltic Cup,False,0.0038146742672540744
2018-05-31,Ukraine,Morocco,0,0,Friendly,True,0.0038219290382117905
2018-05-31,Romania,Chile,3,2,Friendly,True,0.0038219290382117905
2018-05-31,Luxembourg,Senegal,0,0,Friendly,False,0.0038219290382117905
2018-05-31,Mozambique,Seychelles,2,1,COSAFA Cup,True,0.0038219290382117905
2018-05-31,Comoros,Madagascar,0,1,COSAFA Cup,True,0.0038219290382117905
2018-05-31,Slovakia,Netherlands,1,1,Friendly,False,0.0038219290382117905
2018-05-31,Ellan Vannin,Cascadia,4,1,CONIFA World Football Cup,True,0.0038219290382117905
2018-05-31,Barawa,Tamil Eelam,4,0,CONIFA World Football Cup,False,0.0038219290382117905
2018-05-31,Abkhazia,Tibet,3,0,CONIFA World Football Cup,True,0.0038219290382117905
2018-05-31,Northern Cyprus,Kárpátalja,1,1,CONIFA World Football Cup,True,0.0038219290382117905
2018-05-31,Székely Land,Tuvalu,4,0,CONIFA World Football Cup,True,0.0038219290382117905
2018-05-31,Padania,Matabeleland,6,1,CONIFA World Football Cup,True,0.0038219290382117905
2018-05-31,United Koreans in Japan,Western Armenia,0,0,CONIFA World Football Cup,True,0.0038219290382117905
2018-05-31,Panjab,Kabylia,8,0,CONIFA World Football Cup,True,0.0038219290382117905
2018-06-01,France,Italy,3,1,Friendly,False,0.003829197606337485
2018-06-01,Turkey,Tunisia,2,2,Friendly,True,0.003829197606337485
2018-06-01,South Korea,Bosnia and Herzegovina,1,3,Friendly,False,0.003829197606337485
2018-06-01,Czech Republic,Australia,0,4,Friendly,True,0.003829197606337485
2018-06-01,Algeria,Cape Verde,2,3,Friendly,False,0.003829197606337485
2018-06-01,Colombia,Egypt,0,0,Friendly,True,0.003829197606337485
2018-06-01,Malta,Georgia,0,1,Friendly,True,0.003829197606337485
2018-06-01,Botswana,Mauritius,6,0,COSAFA Cup,True,0.003829197606337485
2018-06-01,Angola,Malawi,0,0,COSAFA Cup,True,0.003829197606337485
2018-06-01,India,Taiwan,5,0,Intercontinental Cup,False,0.003829197606337485
2018-06-02,El Salvador,Honduras,1,0,Friendly,True,0.0038364799978706965
2018-06-02,Thailand,China,0,2,Friendly,False,0.0038364799978706965
2018-06-02,England,Nigeria,2,1,Friendly,False,0.0038364799978706965
2018-06-02,Montenegro,Slovenia,0,2,Friendly,False,0.0038364799978706965
2018-06-02,Mexico,Scotland,1,0,Friendly,False,0.0038364799978706965
2018-06-02,Sweden,Denmark,0,0,Friendly,False,0.0038364799978706965
2018-06-02,Republic of Ireland,United States,2,1,Friendly,False,0.0038364799978706965
2018-06-02,Belgium,Portugal,0,0,Friendly,False,0.0038364799978706965
2018-06-02,Austria,Germany,2,1,Friendly,False,0.0038364799978706965
2018-06-02,Niger,Uganda,2,1,Friendly,False,0.0038364799978706965
2018-06-02,Iceland,Norway,2,3,Friendly,False,0.0038364799978706965
2018-06-02,Zambia,Namibia,0,0,COSAFA Cup,True,0.0038364799978706965
2018-06-02,Lesotho,Eswatini,1,0,COSAFA Cup,True,0.0038364799978706965
2018-06-02,Latvia,Estonia,1,0,Baltic Cup,False,0.0038364799978706965
2018-06-02,Kenya,New Zealand,2,1,Intercontinental Cup,True,0.0038364799978706965
2018-06-02,Ellan Vannin,Tamil Eelam,2,0,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-02,Barawa,Cascadia,1,2,CONIFA World Football Cup,False,0.0038364799978706965
2018-06-02,Abkhazia,Kárpátalja,0,2,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-02,Northern Cyprus,Tibet,3,1,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-02,Székely Land,Matabeleland,5,0,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-02,Padania,Tuvalu,8,0,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-02,United Koreans in Japan,Kabylia,0,0,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-02,Panjab,Western Armenia,0,1,CONIFA World Football Cup,True,0.0038364799978706965
2018-06-03,Albania,Ukraine,1,4,Friendly,True,0.0038437762391008673
2018-06-03,Saudi Arabia,Peru,0,3,Friendly,True,0.0038437762391008673
2018-06-03,Spain,Switzerland,1,1,Friendly,False,0.0038437762391008673
2018-06-03,Croatia,Brazil,0,2,Friendly,True,0.0038437762391008673
2018-06-03,Costa Rica,Northern Ireland,3,0,Friendly,False,0.0038437762391008673
2018-06-03,Barbados,Belize,0,0,Friendly,False,0.0038437762391008673
2018-06-03,Andorra,Cape Verde,0,0,Friendly,True,0.0038437762391008673
2018-06-03,South Africa,Madagascar,0,0,COSAFA Cup,False,0.0038437762391008673
2018-06-03,Zimbabwe,Botswana,1,1,COSAFA Cup,True,0.0038437762391008673
2018-06-03,Tamil Eelam,Cascadia,0,6,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-03,Barawa,Ellan Vannin,2,0,CONIFA World Football Cup,False,0.0038437762391008673
2018-06-03,Abkhazia,Northern Cyprus,2,2,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-03,Kárpátalja,Tibet,5,1,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-03,Padania,Székely Land,3,1,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-03,Tuvalu,Matabeleland,1,3,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-03,Panjab,United Koreans in Japan,1,1,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-03,Western Armenia,Kabylia,4,0,CONIFA World Football Cup,True,0.0038437762391008673
2018-06-04,Italy,Netherlands,1,1,Friendly,False,0.0038510863563674352
2018-06-04,Serbia,Chile,0,1,Friendly,True,0.0038510863563674352
2018-06-04,Slovakia,Morocco,1,2,Friendly,True,0.0038510863563674352
2018-06-04,Armenia,Moldova,0,0,Friendly,True,0.0038510863563674352
2018-06-04,India,Kenya,3,0,Intercontinental Cup,False,0.0038510863563674352
2018-06-05,Russia,Turkey,1,1,Friendly,False,0.0038584103760599324
2018-06-05,Romania,Finland,2,0,Friendly,False,0.0038584103760599324
2018-06-05,Luxembourg,Georgia,1,0,Friendly,False,0.0038584103760599324
2018-06-05,Kazakhstan,Azerbaijan,3,0,Friendly,False,0.0038584103760599324
2018-06-05,Martinique,French Guiana,3,0,Friendly,False,0.0038584103760599324
2018-06-05,Lithuania,Latvia,1,1,Baltic Cup,False,0.0038584103760599324
2018-06-05,Taiwan,New Zealand,0,1,Intercontinental Cup,True,0.0038584103760599324
2018-06-05,South Africa,Namibia,4,1,COSAFA Cup,False,0.0038584103760599324
2018-06-05,Eswatini,Botswana,0,2,COSAFA Cup,True,0.0038584103760599324
2018-06-05,Matabeleland,Kabylia,0,0,CONIFA World Football Cup,True,0.0038584103760599324
2018-06-05,Abkhazia,Tamil Eelam,6,0,CONIFA World Football Cup,True,0.0038584103760599324
2018-06-05,United Koreans in Japan,Tuvalu,5,0,CONIFA World Football Cup,True,0.0038584103760599324
2018-06-05,Barawa,Northern Cyprus,0,8,CONIFA World Football Cup,False,0.0038584103760599324
2018-06-05,Padania,Panjab,2,0,CONIFA World Football Cup,True,0.0038584103760599324
2018-06-05,Kárpátalja,Cascadia,3,1,CONIFA World Football Cup,True,0.0038584103760599324
2018-06-05,Western Armenia,Székely Land,0,4,CONIFA World Football Cup,True,0.0038584103760599324
2018-06-06,Norway,Panama,1,0,Friendly,False,0.0038657483246180772
2018-06-06,Czech Republic,Nigeria,1,0,Friendly,True,0.0038657483246180772
2018-06-06,Belgium,Egypt,3,0,Friendly,False,0.0038657483246180772
2018-06-06,Belarus,Hungary,1,1,Friendly,False,0.0038657483246180772
2018-06-06,Zambia,Madagascar,1,0,COSAFA Cup,True,0.0038657483246180772
2018-06-06,Lesotho,Zimbabwe,0,0,COSAFA Cup,True,0.0038657483246180772
2018-06-07,England,Costa Rica,2,0,Friendly,False,0.003873100228531872
2018-06-07,Uruguay,Uzbekistan,3,0,Friendly,False,0.003873100228531872
2018-06-07,Portugal,Algeria,3,0,Friendly,False,0.003873100228531872
2018-06-07,South Korea,Bolivia,0,0,Friendly,True,0.003873100228531872
2018-06-07,Iceland,Ghana,2,2,Friendly,False,0.003873100228531872
2018-06-07,Guadeloupe,French Guiana,0,2,Friendly,True,0.003873100228531872
2018-06-07,India,New Zealand,1,2,Intercontinental Cup,False,0.003873100228531872
2018-06-07,Tamil Eelam,Tuvalu,4,3,CONIFA World Football Cup,True,0.003873100228531872
2018-06-07,Tibet,Kabylia,1,8,CONIFA World Football Cup,True,0.003873100228531872
2018-06-07,Abkhazia,United Koreans in Japan,2,0,CONIFA World Football Cup,True,0.003873100228531872
2018-06-07,Barawa,Panjab,0,5,CONIFA World Football Cup,False,0.003873100228531872
2018-06-07,Cascadia,Western Armenia,4,0,CONIFA World Football Cup,True,0.003873100228531872
2018-06-07,Northern Cyprus,Padania,3,2,CONIFA World Football Cup,True,0.003873100228531872
2018-06-07,Kárpátalja,Székely Land,4,2,CONIFA World Football Cup,True,0.003873100228531872
2018-06-08,Germany,Saudi Arabia,2,1,Friendly,False,0.003880466114341698
2018-06-08,Croatia,Senegal,2,1,Friendly,False,0.003880466114341698
2018-06-08,Switzerland,Japan,2,0,Friendly,False,0.003880466114341698
2018-06-08,Lithuania,Iran,0,1,Friendly,True,0.003880466114341698
2018-06-08,Poland,Chile,2,2,Friendly,False,0.003880466114341698
2018-06-08,Taiwan,Kenya,0,4,Intercontinental Cup,True,0.003880466114341698
2018-06-08,South Africa,Botswana,3,0,COSAFA Cup,False,0.003880466114341698
2018-06-08,Madagascar,Lesotho,0,1,COSAFA Cup,True,0.003880466114341698
2018-06-09,Zambia,Zimbabwe,2,4,COSAFA Cup,True,0.003887846008638411
2018-06-09,Serbia,Bolivia,5,1,Friendly,True,0.003887846008638411
2018-06-09,Denmark,Mexico,2,0,Friendly,False,0.003887846008638411
2018-06-09,Sweden,Peru,0,0,Friendly,False,0.003887846008638411
2018-06-09,Hungary,Australia,1,2,Friendly,False,0.003887846008638411
2018-06-09,Estonia,Morocco,1,3,Friendly,False,0.003887846008638411
2018-06-09,Latvia,Azerbaijan,1,3,Friendly,False,0.003887846008638411
2018-06-09,Finland,Belarus,2,0,Friendly,False,0.003887846008638411
2018-06-09,Tunisia,Spain,0,1,Friendly,True,0.003887846008638411
2018-06-09,France,United States,1,1,Friendly,False,0.003887846008638411
2018-06-09,Matabeleland,Tamil Eelam,1,0,CONIFA World Football Cup,True,0.003887846008638411
2018-06-09,Tibet,United Koreans in Japan,1,1,CONIFA World Football Cup,True,0.003887846008638411
2018-06-09,Kabylia,Abkhazia,0,2,CONIFA World Football Cup,True,0.003887846008638411
2018-06-09,Barawa,Western Armenia,0,7,CONIFA World Football Cup,False,0.003887846008638411
2018-06-09,Panjab,Cascadia,3,3,CONIFA World Football Cup,True,0.003887846008638411
2018-06-09,Padania,Székely Land,0,0,CONIFA World Football Cup,True,0.003887846008638411
2018-06-09,Northern Cyprus,Kárpátalja,0,0,CONIFA World Football Cup,True,0.003887846008638411
2018-06-10,Austria,Brazil,0,3,Friendly,False,0.0038952399380634377
2018-06-10,India,Kenya,2,0,Intercontinental Cup,False,0.0038952399380634377
2018-06-11,South Korea,Senegal,0,2,Friendly,True,0.0039026479293088707
2018-06-11,Belgium,Costa Rica,4,1,Friendly,False,0.0039026479293088707
2018-06-12,Japan,Paraguay,4,2,Friendly,True,0.003910070009117567
